phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,1.6201,-1.384368,0.079157,0.000,1.583160,0.0810
exp,1.6333,-1.384052,0.079157,0.000,1.583160,0.0817
exp,1.6369,-1.384052,0.079157,0.000,1.606945,0.0818
exp,1.6523,-1.383730,0.080347,0.000,1.632765,0.0826
exp,1.6629,-1.383730,0.080347,0.000,1.632764,0.0831
exp,1.6755,-1.383404,0.081638,0.000,1.632764,0.0838
exp,1.6872,-1.383077,0.081638,0.000,1.632765,0.0844
exp,1.7026,-1.382746,0.082933,0.000,1.682948,0.0851
exp,1.7129,-1.382409,0.084147,0.000,1.682948,0.0856
exp,1.7270,-1.382072,0.084147,0.000,1.682948,0.0863
exp,1.7432,-1.381733,0.084911,0.000,1.682948,0.0872
exp,1.7563,-1.381391,0.085424,0.000,1.698225,0.0878
exp,1.7681,-1.381047,0.086127,0.000,1.708502,0.0884
exp,1.7810,-1.380699,0.086936,0.000,1.722563,0.0891
exp,1.7943,-1.380001,0.087590,0.000,1.738728,0.0897
exp,1.7991,-1.380001,0.087590,0.000,1.751820,0.0900
exp,1.8086,-1.379645,0.088825,0.000,1.751820,0.0904
exp,1.8200,-1.379290,0.088825,0.000,1.776511,0.0910
exp,1.8338,-1.378935,0.088825,0.000,1.776511,0.0917
exp,1.8379,-1.378574,0.090201,0.000,1.776510,0.0919
exp,1.8474,-1.378211,0.090769,0.000,1.804032,0.0924
exp,1.8608,-1.377845,0.091458,0.000,1.815401,0.0930
exp,1.8737,-1.377110,0.092134,0.000,1.833235,0.0937
exp,1.8774,-1.377110,0.092134,0.000,1.833235,0.0939
exp,1.8876,-1.376741,0.092134,0.000,1.842687,0.0944
exp,1.9022,-1.376370,0.092802,0.000,1.842687,0.0951
exp,1.9138,-1.375617,0.094137,0.000,1.882746,0.0957
exp,1.9176,-1.374858,0.094866,0.000,1.897340,0.0959
exp,1.9271,-1.374858,0.094866,0.000,1.897340,0.0964
exp,1.9402,-1.374476,0.095447,0.000,1.912728,0.0970
exp,1.9548,-1.373327,0.096106,0.000,1.935274,0.0977
exp,1.9579,-1.371399,0.096763,0.000,1.935274,0.0979
exp,1.9692,-1.370625,0.096763,0.000,1.935274,0.0985
exp,1.9802,-1.369845,0.097644,0.000,1.949836,0.0990
exp,1.9943,-1.369059,0.098209,0.000,1.964189,0.0997
exp,1.9974,-1.368666,0.098209,0.000,1.964189,0.0999
exp,2.0075,-1.368271,0.098756,0.000,1.964189,0.1000
exp,2.0199,-1.368271,0.098756,0.000,1.975129,0.1000
exp,2.0370,-1.367478,0.099617,0.000,1.992359,0.1000
exp,2.0473,-1.366680,0.099745,0.000,1.994905,0.1000
exp,2.0613,-1.365882,0.099745,0.000,1.994906,0.1000
exp,2.0739,-1.365084,0.099745,0.000,1.994906,0.1000
exp,2.0993,-1.365084,0.099745,0.000,1.994906,0.1000
exp,2.1134,-1.364286,0.099745,0.000,1.994906,0.1000
exp,2.1265,-1.364286,0.099745,0.000,1.994906,0.1000
exp,2.1280,-1.364286,0.099745,0.000,1.994906,0.1000
exp,2.1394,-1.363488,0.099745,0.000,1.994906,0.1000
exp,2.1539,-1.362690,0.099745,0.000,1.994906,0.1000
exp,2.1573,-1.362291,0.099745,0.000,1.994906,0.1000
exp,2.1693,-1.361892,0.099745,0.000,1.994906,0.1000
exp,2.1794,-1.361493,0.099745,0.000,1.994906,0.1000
exp,2.1938,-1.360695,0.099745,0.000,1.994906,0.1000
